model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,make
 1 Series,2019,"$20,440 ",Semi-Auto,9908,Petrol,150,47.9,2,BMW
 Focus,2018,"$15,995 ",Manual,5154,Petrol,145,60.1,1,ford
 Scirocco,2017,"$17,120 ",Semi-Auto,14151,Diesel,145,53.3,2,volkswagen
 Corolla,2019,"$21,690 ",Automatic,9823,Hybrid,135,78.5,1.8,toyota
 SLK,2013,"$11,991 ",Semi-Auto,37411,Diesel,150,56.5,2,merc
 A3,2015,"$13,995 ",Automatic,40000,Diesel,125,61.4,2,Audi
 3 Series,2016,"$13,799 ",Automatic,47262,Diesel,30,62.8,2,BMW
 Auris,2016,"$17,195 ",Automatic,13147,Hybrid,0,70.6,1.8,toyota
 1 Series,2019,"$20,980 ",Manual,3483,Petrol,145,44.1,1.5,BMW
 Grand C-MAX,2018,"$13,495 ",Manual,1030,Petrol,145,47.9,1,ford
 Fiesta,2018,"$10,750 ",Manual,31000,Diesel,150,88.3,1.5,ford
 Fiesta,2017,"$9,250 ",Manual,59578,Petrol,145,62.8,1,ford
 A1,2017,"$12,995 ",Manual,24546,Petrol,30,56.5,1.4,Audi
 Citigo,2017,"$6,946 ",Manual,22242,Petrol,150,68.9,1,skoda
 Fiesta,2017,"$10,270 ",Manual,22295,Petrol,145,65.7,1,ford
 I30,2015,"$6,498 ",Manual,40237,Diesel,0,78.4,1.6,hyundi
 X1,2017,"$13,400 ",Manual,44580,Diesel,150,68.9,2,BMW
 3 Series,2017,"$17,994 ",Semi-Auto,19452,Petrol,150,45.6,2,BMW
 Touareg,2018,"$34,650 ",Automatic,23555,Diesel,145,34.5,3,volkswagen
 T-Roc,2019,"$22,990 ",Semi-Auto,3477,Petrol,150,39.8,1.5,volkswagen
 Golf,2014,"$14,000 ",Manual,51000,Diesel,20,67.3,2,volkswagen
 GLC Class,2019,"$32,526 ",Semi-Auto,10574,Diesel,145,42.2,2.1,merc
 Fiesta,2017,"$11,399 ",Manual,18001,Petrol,20,62.8,1,ford
 EcoSport,2017,"$10,330 ",Manual,18653,Diesel,30,64.2,1.5,ford
 Passat,2020,"$25,950 ",Automatic,1000,Diesel,145,52.3,2,volkswagen
 Tucson,2018,"$17,190 ",Semi-Auto,32082,Diesel,145,57.7,1.7,hyundi
 5 Series,2013,"$12,200 ",Automatic,62009,Diesel,145,55.4,2,BMW
 1 Series,2019,"$22,949 ",Manual,1300,Petrol,145,44.1,1.5,BMW
 E Class,2017,"$20,690 ",Automatic,24325,Diesel,145,65.7,2,merc
 3 Series,2020,"$34,990 ",Semi-Auto,4100,Petrol,145,41.5,2,BMW
 A5,2016,"$18,995 ",Manual,34728,Diesel,125,57.6,2,Audi
 RAV4,2015,"$11,995 ",Manual,49150,Diesel,125,57.6,2,toyota
 X1,2016,"$20,495 ",Semi-Auto,13200,Diesel,125,57.6,2,BMW
 Kodiaq,2018,"$20,250 ",Manual,29298,Petrol,145,40.9,1.4,skoda
 8 Series,2020,"$79,991 ",Semi-Auto,151,Diesel,145,26.7,3,BMW
 Fabia,2017,"$9,995 ",Manual,35981,Petrol,145,64.2,1,skoda
 Fiesta,2019,"$13,998 ",Manual,9500,Petrol,150,56.5,1,ford
 Fiesta,2018,"$10,995 ",Manual,20055,Diesel,150,88.3,1.5,ford
 Superb,2015,"$12,400 ",Manual,41528,Diesel,150,53.3,2,skoda
 Tucson,2016,"$11,695 ",Manual,22684,Diesel,30,61.7,1.7,hyundi
 Grandland X,2018,"$13,886 ",Manual,17821,Petrol,145,44.1,1.2,vauxhall
 E Class,2017,"$20,662 ",Semi-Auto,44965,Diesel,20,67.3,2,merc
 Polo,2016,"$9,450 ",Manual,15405,Petrol,20,60.1,1,volkswagen
 X3,2015,"$20,500 ",Automatic,35000,Diesel,145,54.3,2,BMW
 Kona,2018,"$12,377 ",Manual,13812,Petrol,145,52.3,1,hyundi
 CL Class,2016,"$15,995 ",Manual,56299,Diesel,20,67.3,2.1,merc
 A1,2019,"$20,726 ",Automatic,3221,Petrol,145,47.1,1,Audi
 4 Series,2019,"$21,998 ",Semi-Auto,15856,Diesel,145,65.7,2,BMW
 Fiesta,2014,"$6,679 ",Manual,47368,Petrol,0,65.7,1,ford
 Fiesta,2018,"$13,830 ",Semi-Auto,12963,Petrol,150,54.3,1,ford
 RAV4,2017,"$17,995 ",Manual,36000,Diesel,125,60.1,2,toyota
 Polo,2019,"$16,995 ",Manual,1500,Petrol,145,49.6,1,volkswagen
 Meriva,2017,"$9,000 ",Manual,7283,Petrol,145,47.9,1.4,vauxhall
 A6,2018,"$28,000 ",Automatic,15441,Diesel,150,50.4,2,Audi
 X2,2020,"$29,998 ",Manual,1850,Diesel,150,49.6,2,BMW
 Fiesta,2017,"$7,695 ",Manual,36440,Diesel,0,78.5,1.5,ford
 Fiesta,2019,"$13,999 ",Manual,16342,Petrol,150,58.9,1,ford
 Q5,2015,"$17,595 ",Manual,42940,Diesel,200,47.9,2,Audi
 Focus,2017,"$16,950 ",Manual,17856,Petrol,205,41.5,2,ford
 Aygo,2017,"$8,890 ",Semi-Auto,22384,Petrol,0,67.3,1,toyota
 Fiesta,2018,"$10,300 ",Manual,27929,Petrol,150,65.7,1,ford
 1 Series,2019,"$30,900 ",Automatic,5345,Petrol,145,34.5,2,BMW
 1 Series,2008,"$7,475 ",Manual,59000,Diesel,110,58.9,2,BMW
 A5,2013,"$10,070 ",Manual,80242,Diesel,30,60.1,2,Audi
 Tucson,2019,"$18,290 ",Semi-Auto,6692,Petrol,145,36.2,1.6,hyundi
 Hilux,2019,"$23,600 ",Manual,19211,Diesel,260,40.4,2.4,toyota
 1 Series,2014,"$16,700 ",Automatic,32271,Petrol,235,37.7,3,BMW
 A4,2017,"$17,755 ",Semi-Auto,11000,Petrol,150,55.4,2,Audi
 Scirocco,2016,"$15,199 ",Manual,22687,Diesel,20,55.4,2,volkswagen
 I10,2019,"$9,995 ",Manual,10000,Petrol,145,57.6,1.2,hyundi
 Golf,2020,"$26,995 ",Semi-Auto,810,Hybrid,150,44.8,1.5,volkswagen
 Mondeo,2014,"$7,990 ",Manual,69000,Diesel,30,61.4,2,ford
 Mokka,2015,"$8,400 ",Manual,28006,Petrol,200,42.2,1.4,vauxhall
 Mokka,2016,"$10,500 ",Manual,9666,Petrol,160,44.8,1.4,vauxhall
 Focus,2017,"$12,000 ",Manual,16790,Diesel,145,74.3,1.5,ford
 Focus,2016,"$10,500 ",Manual,15610,Petrol,20,61.4,1,ford
 C Class,2019,"$23,879 ",Manual,1000,Petrol,145,47.1,1.6,merc
 Focus,2018,"$13,799 ",Manual,14082,Petrol,145,57.7,1,ford
 Rapid,2017,"$8,391 ",Manual,45551,Petrol,150,57.7,1.2,skoda
 A1,2018,"$16,700 ",Manual,17560,Petrol,145,54.3,1.4,Audi
 A3,2015,"$12,201 ",Manual,51607,Petrol,30,55.4,1.4,Audi
 Mokka X,2018,"$13,795 ",Manual,14959,Petrol,145,39.2,1.4,vauxhall
 Astra,2017,"$10,836 ",Manual,18889,Petrol,145,51.4,1.4,vauxhall
 Passat,2019,"$17,290 ",Manual,14878,Diesel,145,51.4,2,volkswagen
 A6,2019,"$41,850 ",Semi-Auto,14051,Diesel,145,36.2,3,Audi
 Golf,2019,"$22,990 ",Semi-Auto,6000,Petrol,145,43.5,1.5,volkswagen
 Focus,2018,"$18,499 ",Manual,15254,Petrol,145,41.5,2,ford
 GLA Class,2019,"$24,995 ",Automatic,5048,Petrol,145,36.2,1.6,merc
 Insignia,2019,"$23,540 ",Manual,64,Diesel,145,49.6,2,vauxhall
 Polo,2016,"$6,990 ",Manual,40000,Petrol,20,60.1,1,volkswagen
 Touareg,2019,"$43,990 ",Semi-Auto,2471,Diesel,145,34,3,volkswagen
 Golf,2018,"$20,800 ",Semi-Auto,16345,Petrol,150,44.1,2,volkswagen
 Scala,2019,"$14,990 ",Manual,4451,Petrol,150,49.6,1,skoda
 Astra,2013,"$5,145 ",Manual,64173,Diesel,30,65.7,1.7,vauxhall
 Scala,2019,"$15,490 ",Manual,3501,Petrol,145,49.6,1,skoda
 A4,2020,"$45,000 ",Semi-Auto,2500,Diesel,145,40.4,3,Audi
 CLS Class,2015,"$21,000 ",Automatic,17957,Diesel,125,57.7,2.1,merc
 Tiguan,2020,"$31,499 ",Semi-Auto,1000,Diesel,145,45.6,2,volkswagen
 Passat,2019,"$32,290 ",Semi-Auto,4102,Hybrid,135,41.5,1.4,volkswagen
 Insignia,2014,"$8,000 ",Manual,45780,Diesel,0,76.3,2,vauxhall
 I10,2016,"$5,910 ",Manual,21000,Petrol,20,60.1,1,hyundi
 Ka+,2018,"$9,600 ",Manual,9844,Petrol,145,43.5,1.2,ford
 Passat,2019,"$25,995 ",Manual,150,Petrol,145,43.5,1.5,volkswagen
 Tucson,2017,"$13,871 ",Manual,13206,Petrol,160,44.8,1.6,hyundi
 C Class,2020,"$41,999 ",Semi-Auto,4999,Petrol,145,28.8,3,merc
 A7,2019,"$53,750 ",Automatic,1932,Diesel,145,35.8,3,Audi
 Kuga,2018,"$18,999 ",Manual,13154,Diesel,145,60.1,2,ford
 S-MAX,2016,"$19,000 ",Semi-Auto,35665,Diesel,145,54.3,2,ford
 Citigo,2017,"$6,990 ",Manual,20882,Petrol,20,64.2,1,skoda
 Scala,2019,"$14,995 ",Manual,2657,Petrol,145,49.6,1,skoda
 A4,2019,"$23,500 ",Automatic,6992,Petrol,145,38.7,2,Audi
 C Class,2016,"$15,399 ",Automatic,49586,Diesel,20,64.2,2.1,merc
 X1,2017,"$15,400 ",Manual,18000,Diesel,20,68.9,2,BMW
 GLE Class,2016,"$25,995 ",Automatic,21001,Diesel,260,42.8,3,merc
 C Class,2016,"$19,599 ",Automatic,33197,Diesel,125,58.9,2.1,merc
 Yaris,2017,"$13,495 ",Automatic,8950,Hybrid,0,78,1.5,toyota
 IX35,2015,"$9,495 ",Manual,46000,Diesel,145,53.3,1.7,hyundi
 Corsa,2019,"$9,495 ",Manual,9455,Petrol,150,43.5,1.4,vauxhall
 Fiesta,2018,"$9,790 ",Manual,9575,Petrol,150,64.2,1.1,ford
 Focus,2016,"$9,999 ",Manual,27977,Diesel,0,74.3,1.5,ford
 3 Series,2016,"$14,795 ",Automatic,42229,Diesel,20,74.3,2,BMW
 3 Series,2017,"$21,472 ",Semi-Auto,43703,Diesel,160,51.4,3,BMW
 T-Roc,2019,"$23,990 ",Manual,110,Diesel,145,46.3,2,volkswagen
 4 Series,2017,"$21,699 ",Automatic,13907,Diesel,145,55.4,3,BMW
 Kuga,2019,"$17,990 ",Manual,880,Diesel,150,38.2,2,ford
 Kuga,2015,"$9,295 ",Manual,88650,Diesel,125,60.1,2,ford
 Grandland X,2020,"$17,498 ",Manual,808,Petrol,150,45.6,1.2,vauxhall
 4 Series,2017,"$19,991 ",Semi-Auto,32351,Diesel,160,52.3,3,BMW
 Astra,2017,"$9,799 ",Manual,15716,Petrol,125,51.4,1.4,vauxhall
 A5,2019,"$31,990 ",Automatic,5000,Petrol,145,39.8,2,Audi
 Kodiaq,2017,"$26,495 ",Automatic,20101,Petrol,145,38.2,2,skoda
 1 Series,2012,"$7,400 ",Automatic,43835,Petrol,145,48.7,1.6,BMW
 Fiesta,2018,"$10,000 ",Manual,25062,Petrol,145,65.7,1,ford
 Focus,2019,"$19,300 ",Manual,6000,Diesel,145,74.3,1.5,ford
 Golf,2019,"$17,622 ",Manual,5347,Petrol,145,47.1,1.5,volkswagen
 A Class,2017,"$16,781 ",Manual,27781,Petrol,145,49.6,1.6,merc
 A5,2012,"$8,499 ",Automatic,70000,Diesel,125,58.9,2,Audi
 Corsa,2019,"$9,990 ",Manual,2125,Petrol,145,43.5,1.4,vauxhall
 Yaris,2019,"$13,491 ",Manual,1209,Petrol,145,47.9,1.5,toyota
 Fiesta,2019,"$18,949 ",Automatic,6,Petrol,150,48.7,1,ford
 Fiesta,2014,"$7,869 ",Manual,55186,Petrol,145,47.9,1.6,ford
 T-Cross,2019,"$18,985 ",Manual,2333,Petrol,145,47.9,1,volkswagen
 Passat,2017,"$14,498 ",Semi-Auto,87749,Hybrid,0,166,1.4,volkswagen
 I10,2016,"$6,300 ",Manual,31854,Petrol,20,60.1,0,hyundi
 Polo,2015,"$8,995 ",Manual,39226,Petrol,20,60.1,1.2,volkswagen
 Golf,2016,"$10,980 ",Manual,34570,Diesel,0,74.3,1.6,volkswagen
 Golf,2018,"$25,490 ",Manual,6869,Petrol,145,35.8,2,volkswagen
 7 Series,2017,"$23,800 ",Automatic,22363,Diesel,150,60.1,3,BMW
 C Class,2018,"$22,900 ",Semi-Auto,4500,Petrol,145,44.1,1.5,merc
 Up,2017,"$7,000 ",Manual,39000,Petrol,145,64.2,1,volkswagen
 Galaxy,2018,"$20,495 ",Manual,32944,Diesel,150,56.5,2,ford
 I10,2016,"$5,992 ",Manual,13971,Petrol,20,60.1,1,hyundi
 Focus,2016,"$10,699 ",Automatic,26796,Petrol,125,51.4,1,ford
 C Class,2019,"$33,599 ",Semi-Auto,1000,Petrol,145,44.1,2,merc
 Verso,2015,"$9,495 ",Manual,34000,Petrol,200,42.8,1.6,toyota
 Golf,2015,"$12,990 ",Semi-Auto,28526,Petrol,30,53.3,1.4,volkswagen
 X1,2019,"$28,790 ",Semi-Auto,5628,Petrol,145,44.8,2,BMW
 Golf,2020,"$30,950 ",Semi-Auto,4000,Hybrid,135,141.3,1.4,volkswagen
 Viva,2017,"$5,791 ",Manual,22596,Petrol,150,62.8,1,vauxhall
 Corsa,2019,"$10,499 ",Manual,3130,Petrol,150,43.5,1.4,vauxhall
 Fiesta,2015,"$7,960 ",Manual,17164,Petrol,0,65.7,1,ford
 Viva,2016,"$5,991 ",Manual,13779,Petrol,20,62.8,1,vauxhall
 I10,2018,"$7,298 ",Manual,3895,Petrol,145,60.1,1,hyundi
 Golf,2017,"$12,000 ",Manual,18258,Diesel,20,61.4,1.6,volkswagen
 Q7,2020,"$61,950 ",Automatic,8500,Diesel,150,33.2,3,Audi
 Tiguan,2020,"$29,999 ",Semi-Auto,5000,Diesel,145,39.8,2,volkswagen
 Fiesta,2013,"$5,000 ",Manual,69455,Petrol,30,54.3,1.2,ford
 GLA Class,2016,"$18,290 ",Semi-Auto,19692,Diesel,125,56.6,2.1,merc
 Kuga,2018,"$19,299 ",Manual,8100,Diesel,145,47.9,2,ford
 Grandland X,2018,"$16,195 ",Automatic,16669,Diesel,145,65.7,1.6,vauxhall
 Yaris,2019,"$12,990 ",Manual,2557,Petrol,145,47.9,1.5,toyota
 2 Series,2017,"$13,400 ",Automatic,49264,Diesel,150,62.8,2,BMW
 Focus,2017,"$11,300 ",Manual,10304,Petrol,20,60.1,1,ford
 Crossland X,2019,"$14,490 ",Manual,6000,Petrol,145,47.1,1.2,vauxhall
 Superb,2020,"$22,995 ",Semi-Auto,42,Petrol,150,36.7,1.5,skoda
 Tucson,2017,"$14,990 ",Manual,26697,Diesel,145,61.4,1.7,hyundi
 Ka+,2018,"$7,995 ",Manual,13326,Petrol,145,57.7,1.2,ford
 Fiesta,2018,"$8,799 ",Manual,10911,Petrol,145,64.2,1.1,ford
 Tourneo Custom,2017,"$20,000 ",Manual,36000,Diesel,145,44.8,2,ford
 Tucson,2017,"$15,728 ",Semi-Auto,14937,Diesel,125,57.6,1.7,hyundi
 E Class,2017,"$20,990 ",Automatic,25000,Diesel,145,65.7,2,merc
 Corsa,2019,"$8,690 ",Manual,19417,Petrol,150,43.5,1.4,vauxhall
 Octavia,2017,"$12,498 ",Semi-Auto,15751,Petrol,145,57.7,1.4,skoda
 Tiguan,2019,"$27,995 ",Semi-Auto,19566,Diesel,145,39.8,2,volkswagen
 A3,2017,"$18,995 ",Manual,9538,Petrol,150,56.5,1.4,Audi
 E Class,2019,"$41,799 ",Semi-Auto,5559,Petrol,145,32.8,3,merc
 Mondeo,2016,"$15,891 ",Automatic,11996,Petrol,235,38.2,2,ford
 Fabia,2019,"$13,995 ",Manual,500,Petrol,145,51.4,1,skoda
 Tucson,2017,"$15,270 ",Automatic,31470,Diesel,200,46.3,2,hyundi
 Polo,2017,"$10,990 ",Manual,23078,Petrol,150,60.1,1.2,volkswagen
 Fiesta,2016,"$10,650 ",Manual,14440,Petrol,0,65.7,1,ford
 Insignia,2016,"$5,691 ",Manual,124000,Diesel,20,72.4,1.6,vauxhall
 Yaris,2018,"$12,320 ",Automatic,18708,Hybrid,135,76.3,1.5,toyota
 A6,2018,"$23,500 ",Semi-Auto,12000,Petrol,150,47.9,1.8,Audi
 Polo,2016,"$9,999 ",Manual,17363,Petrol,20,60.1,1.2,volkswagen
 Citigo,2017,"$8,000 ",Manual,4063,Petrol,20,64.2,1,skoda
 5 Series,2015,"$11,500 ",Automatic,79340,Diesel,30,62.8,2,BMW
 Yaris,2016,"$6,987 ",Manual,50980,Petrol,30,58,1.3,toyota
 X1,2019,"$22,500 ",Manual,7000,Petrol,150,51.4,1.5,BMW
 Fiesta,2013,"$7,750 ",Manual,31933,Diesel,0,78.5,1.6,ford
 Fabia,2017,"$8,990 ",Manual,20075,Petrol,20,60.1,1.2,skoda
 Golf,2017,"$14,690 ",Semi-Auto,29328,Diesel,0,72.4,1.6,volkswagen
 Fiesta,2018,"$10,697 ",Manual,9823,Petrol,145,64.2,1.1,ford
 C Class,2015,"$13,500 ",Semi-Auto,37020,Diesel,30,65.7,1.6,merc
 2 Series,2019,"$21,274 ",Semi-Auto,9792,Petrol,145,38.7,1.5,BMW
 3 Series,2018,"$22,162 ",Semi-Auto,14344,Diesel,145,64.2,2,BMW
 A3,2014,"$11,941 ",Semi-Auto,55364,Diesel,30,62.8,2,Audi
 Crossland X,2019,"$10,998 ",Manual,7078,Petrol,145,44.8,1.2,vauxhall
 Fabia,2017,"$9,295 ",Manual,20095,Petrol,145,64.2,1,skoda
 Prius,2019,"$28,590 ",Automatic,5000,Other,135,217.3,1.8,toyota
 2 Series,2018,"$16,780 ",Semi-Auto,21204,Petrol,145,40.9,1.5,BMW
 A4,2017,"$19,298 ",Manual,14290,Petrol,145,51.4,1.4,Audi
 Polo,2016,"$9,290 ",Manual,30966,Petrol,20,60.1,1.2,volkswagen
 Mokka X,2018,"$11,381 ",Manual,19948,Petrol,145,47.1,1.4,vauxhall
 C-MAX,2013,"$6,700 ",Manual,62445,Diesel,30,61.4,1.6,ford
 Kodiaq,2019,"$32,498 ",Automatic,9072,Diesel,145,35.3,2,skoda
 E Class,2017,"$27,400 ",Automatic,17045,Petrol,145,40.4,2,merc
 C Class,2020,"$65,990 ",Semi-Auto,999,Petrol,145,28,4,merc
 Tiguan,2019,"$28,990 ",Semi-Auto,9400,Diesel,145,31.4,2,volkswagen
 Fiesta,2014,"$5,699 ",Manual,43288,Diesel,0,85.6,1.6,ford
 Fiesta,2016,"$8,599 ",Automatic,30373,Petrol,0,57.7,1,ford
 1 Series,2019,"$33,000 ",Semi-Auto,2250,Petrol,150,34.5,2,BMW
 I30,2019,"$23,995 ",Manual,21,Petrol,150,34,2,hyundi
 Corolla,2019,"$21,665 ",Automatic,11051,Hybrid,135,85.6,1.8,toyota
 Kuga,2016,"$12,918 ",Manual,45962,Petrol,160,45.6,1.5,ford
 Avensis,2016,"$7,950 ",Manual,59244,Diesel,20,67.3,1.6,toyota
 A3,2017,"$15,450 ",Manual,21000,Petrol,150,55.4,1.5,Audi
 Polo,2016,"$10,390 ",Semi-Auto,23000,Petrol,20,60.1,1.2,volkswagen
 GLS Class,2016,"$34,763 ",Automatic,32505,Diesel,305,37.2,3,merc
 A5,2014,"$12,240 ",Semi-Auto,65555,Diesel,125,60.1,2,Audi
 Corsa,2016,"$9,090 ",Automatic,29772,Petrol,145,47.9,1.4,vauxhall
 EcoSport,2017,"$10,298 ",Manual,21833,Petrol,150,53.3,1,ford
 Crossland X,2020,"$15,960 ",Manual,10,Petrol,145,47.1,1.2,vauxhall
 Yaris,2014,"$6,998 ",Manual,24900,Petrol,125,51.4,1.3,toyota
 Q3,2017,"$15,480 ",Manual,24780,Petrol,125,51.4,1.4,Audi
 Focus,2019,"$17,520 ",Manual,1981,Petrol,145,60.1,1,ford
 EcoSport,2017,"$10,995 ",Manual,12266,Petrol,125,52.3,1,ford
 Passat,2020,"$26,995 ",Semi-Auto,1000,Diesel,150,49.6,2,volkswagen
 Caravelle,2019,"$43,990 ",Automatic,12152,Diesel,145,44.8,2,volkswagen
 C Class,2019,"$27,950 ",Automatic,6024,Diesel,145,56.5,2,merc
 Polo,2016,"$8,495 ",Manual,22373,Petrol,20,60.1,1,volkswagen
 Focus,2019,"$27,000 ",Manual,9737,Petrol,145,34.5,2.3,ford
 Golf,2019,"$19,890 ",Semi-Auto,9825,Diesel,145,52.3,2,volkswagen
 Focus,2019,"$17,520 ",Manual,2798,Petrol,145,60.1,1,ford
 C Class,2019,"$31,199 ",Semi-Auto,2000,Petrol,145,44.1,1.5,merc
 Mokka X,2017,"$10,150 ",Manual,38483,Diesel,145,72.4,1.6,vauxhall
 Touran,2019,"$27,950 ",Automatic,1185,Petrol,145,38.7,1.5,volkswagen
 Yeti Outdoor,2017,"$13,150 ",Semi-Auto,19314,Petrol,125,51.4,1.2,skoda
 6 Series,2016,"$20,999 ",Automatic,43483,Diesel,200,49.6,3,BMW
 Auris,2016,"$9,995 ",Automatic,87212,Hybrid,0,78.5,1.8,toyota
 E Class,2019,"$24,749 ",Automatic,15210,Diesel,145,72.4,2,merc
 Octavia,2016,"$15,485 ",Semi-Auto,29369,Petrol,160,44.1,2,skoda
 I10,2018,"$7,985 ",Manual,15682,Petrol,145,57.7,1.2,hyundi
 Touran,2019,"$21,990 ",Semi-Auto,7852,Diesel,145,49.6,1.6,volkswagen
 Touran,2020,"$26,000 ",Semi-Auto,2000,Petrol,145,38.7,1.5,volkswagen
 E Class,2013,"$13,991 ",Semi-Auto,48976,Diesel,125,57.7,2.1,merc
 A Class,2017,"$19,998 ",Automatic,37572,Petrol,150,45.6,2,merc
 Fiesta,2017,"$8,900 ",Manual,26118,Petrol,150,54.3,1.2,ford
 1 Series,2015,"$7,740 ",Manual,85000,Diesel,0,83.1,1.5,BMW
 A Class,2017,"$18,400 ",Semi-Auto,22486,Diesel,20,67.3,2.1,merc
 Corsa,2020,"$10,722 ",Manual,3723,Petrol,145,43.5,1.4,vauxhall
 Corolla,2019,"$23,250 ",Automatic,3568,Hybrid,140,72.4,2,toyota
 Q7,2017,"$33,995 ",Automatic,32310,Diesel,145,47.9,3,Audi
 X3,2017,"$28,988 ",Automatic,22800,Diesel,150,48.7,3,BMW
 Tiguan Allspace,2019,"$29,491 ",Automatic,4000,Diesel,145,38.7,2,volkswagen
 X4,2019,"$39,990 ",Automatic,9210,Diesel,145,42.8,2,BMW
 Fiesta,2015,"$9,000 ",Manual,23326,Petrol,0,65.7,1,ford
 Yeti Outdoor,2017,"$12,789 ",Manual,21803,Diesel,30,62.8,2,skoda
 X5,2014,"$27,995 ",Automatic,43946,Diesel,265,42.2,3,BMW
 Mokka X,2019,"$15,000 ",Manual,9,Petrol,145,39.2,1.4,vauxhall
 Passat,2015,"$9,990 ",Manual,67000,Diesel,20,67.3,2,volkswagen
 Corsa,2014,"$3,500 ",Manual,71000,Diesel,0,85.6,1.2,vauxhall
 Santa Fe,2019,"$32,500 ",Automatic,11,Diesel,145,39.8,2.2,hyundi
 Auris,2017,"$16,570 ",Automatic,7350,Hybrid,135,72.4,1.8,toyota
 B-MAX,2015,"$6,995 ",Manual,33767,Petrol,145,47.1,1.4,ford
 Q3,2017,"$23,798 ",Semi-Auto,20969,Petrol,145,40.4,2,Audi
 C Class,2017,"$14,999 ",Automatic,40272,Diesel,145,65.7,2.1,merc
 Polo,2015,"$12,498 ",Semi-Auto,26275,Petrol,20,61.4,1.4,volkswagen
 3 Series,2018,"$17,290 ",Semi-Auto,8988,Diesel,150,68.9,2,BMW
 Astra,2017,"$9,998 ",Manual,41563,Diesel,150,76.3,1.6,vauxhall
 I30,2018,"$10,575 ",Manual,17774,Petrol,145,56.5,1,hyundi
 1 Series,2013,"$8,999 ",Manual,31128,Diesel,30,62.8,2,BMW
 Octavia,2017,"$14,491 ",Semi-Auto,36982,Diesel,125,56.5,2,skoda
 5 Series,2018,"$23,290 ",Semi-Auto,26715,Diesel,150,68.9,2,BMW
 Fabia,2017,"$8,995 ",Manual,19000,Petrol,145,64.2,1,skoda
 Yaris,2019,"$14,000 ",Automatic,6821,Petrol,150,47.9,1.5,toyota
 IX20,2011,"$4,750 ",Manual,23000,Petrol,120,50.4,1.4,hyundi
 5 Series,2019,"$36,380 ",Automatic,5799,Diesel,145,53.3,3,BMW
 Aygo,2017,"$8,000 ",Manual,30000,Petrol,0,68.9,1,toyota
 Polo,2016,"$9,995 ",Manual,7124,Petrol,20,60.1,1.2,volkswagen
 X3,2019,"$32,509 ",Semi-Auto,9000,Diesel,145,54.3,2,BMW
 Meriva,2017,"$7,291 ",Manual,10293,Petrol,150,47.1,1.4,vauxhall
 Polo,2016,"$8,200 ",Manual,42184,Petrol,20,60.1,1.2,volkswagen
 Aygo,2018,"$9,095 ",Automatic,7077,Other,145,67,1,toyota
 Auris,2014,"$11,490 ",Automatic,29000,Hybrid,0,72.4,1.8,toyota
 3 Series,2019,"$34,990 ",Semi-Auto,8005,Petrol,145,40.4,2,BMW
 4 Series,2017,"$21,167 ",Semi-Auto,19041,Diesel,145,55.4,3,BMW
 Fiesta,2018,"$11,950 ",Manual,15253,Petrol,145,58.9,1,ford
 Focus,2017,"$8,995 ",Manual,60680,Diesel,0,74.3,1.5,ford
 RAV4,2016,"$14,495 ",Manual,49097,Diesel,125,60.1,2,toyota
 5 Series,2019,"$26,380 ",Semi-Auto,8257,Petrol,150,50.4,2,BMW
 Astra,2017,"$10,999 ",Manual,21337,Petrol,145,51.4,1.4,vauxhall
 Mokka,2015,"$8,199 ",Manual,52792,Petrol,200,42.2,1.4,vauxhall
 Yaris,2018,"$12,000 ",Manual,10095,Petrol,145,56.5,1.5,toyota
 Q5,2019,"$34,496 ",Automatic,6260,Diesel,145,38.2,2,Audi
 C Class,2017,"$19,980 ",Semi-Auto,22422,Diesel,145,61.4,2.1,merc
 3 Series,2019,"$36,995 ",Semi-Auto,3040,Petrol,145,34.9,3,BMW
 Kuga,2016,"$14,232 ",Manual,17118,Petrol,160,45.6,1.5,ford
 Aygo,2018,"$7,995 ",Manual,10119,Petrol,150,69,1,toyota
 Tiguan,2019,"$30,600 ",Automatic,6310,Diesel,145,35.3,2,volkswagen
 I30,2019,"$14,298 ",Manual,1232,Petrol,145,44.8,1,hyundi
 A5,2017,"$25,000 ",Automatic,19000,Petrol,145,45.6,2,Audi
 Q2,2019,"$20,500 ",Manual,5589,Diesel,145,49.6,1.6,Audi
 Corsa,2017,"$10,990 ",Automatic,28438,Petrol,145,47.9,1.4,vauxhall
 A3,2017,"$12,575 ",Manual,36792,Petrol,20,61.4,1.4,Audi
 Fiesta,2013,"$5,750 ",Manual,33172,Petrol,30,54.3,1.2,ford
 I30,2012,"$5,495 ",Manual,61300,Petrol,150,47.1,1.4,hyundi
 SL CLASS,2019,"$29,790 ",Semi-Auto,2425,Petrol,145,47.9,2,merc
 C Class,2016,"$13,000 ",Automatic,82590,Diesel,20,64.2,2.1,merc
 Fiesta,2017,"$8,449 ",Manual,31233,Diesel,0,78.5,1.5,ford
 Fiesta,2016,"$8,800 ",Manual,35000,Petrol,0,65.7,1,ford
 Focus,2015,"$8,498 ",Manual,25169,Diesel,0,74.3,1.5,ford
 Tiguan,2018,"$26,900 ",Semi-Auto,12000,Diesel,145,49.6,2,volkswagen
 Yaris,2017,"$12,995 ",Automatic,7292,Hybrid,0,86,1.5,toyota
